product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_title,review_content,img_link,product_link
P246,Coke,Dairy,398.85,419.84,5,1.2,990,This is a coke from the Dairy category.,U112,Alice,R246,Excellent,Absolutely amazing!,https://example.com/images/P246.jpg,https://blinkit.com/product/P246
P247,Bread,Fruits & Vegetables,190.94,254.59,25,1.6,663,This is a bread from the Fruits & Vegetables category.,U257,Charlie,R247,Great product,Could be better.,https://example.com/images/P247.jpg,https://blinkit.com/product/P247
P248,Potato Chips,Personal Care,253.14,281.27,10,4.0,277,This is a potato chips from the Personal Care category.,U833,Jack,R248,Excellent,Terrible experience.,https://example.com/images/P248.jpg,https://blinkit.com/product/P248
P249,Butter,Snacks,308.88,386.1,20,2.6,107,This is a butter from the Snacks category.,U885,David,R249,Excellent,"It was okay, nothing special.",https://example.com/images/P249.jpg,https://blinkit.com/product/P249
P250,Biscuits,Dairy,56.14,70.18,20,4.0,641,This is a biscuits from the Dairy category.,U582,Hannah,R250,Just okay,Absolutely amazing!,https://example.com/images/P250.jpg,https://blinkit.com/product/P250
P251,Shampoo,Personal Care,122.72,163.63,25,4.4,985,This is a shampoo from the Personal Care category.,U290,David,R251,Just okay,Really enjoyed this product.,https://example.com/images/P251.jpg,https://blinkit.com/product/P251
P252,Potato Chips,Snacks,94.11,117.64,20,2.6,906,This is a potato chips from the Snacks category.,U529,Grace,R252,Fantastic,One of the best I've used.,https://example.com/images/P252.jpg,https://blinkit.com/product/P252
P253,Bread,Dairy,265.11,378.73,30,4.0,919,This is a bread from the Dairy category.,U890,Alice,R253,Loved it,Highly recommend to others.,https://example.com/images/P253.jpg,https://blinkit.com/product/P253
P254,Bread,Beverages,141.69,149.15,5,4.2,927,This is a bread from the Beverages category.,U896,Grace,R254,Just okay,Exceeded my expectations.,https://example.com/images/P254.jpg,https://blinkit.com/product/P254
P255,Milk,Dairy,100.89,126.11,20,3.2,918,This is a milk from the Dairy category.,U522,Ivy,R255,Great product,Could be better.,https://example.com/images/P255.jpg,https://blinkit.com/product/P255
P256,Orange Juice,Beverages,191.97,274.24,30,3.4,183,This is a orange juice from the Beverages category.,U432,Grace,R256,Great product,Disappointed with the quality.,https://example.com/images/P256.jpg,https://blinkit.com/product/P256
P257,Biscuits,Snacks,355.86,444.83,20,1.0,852,This is a biscuits from the Snacks category.,U472,Frank,R257,Mediocre,"It was okay, nothing special.",https://example.com/images/P257.jpg,https://blinkit.com/product/P257
P258,Apple,Beverages,386.13,406.45,5,1.1,833,This is a apple from the Beverages category.,U210,Charlie,R258,Loved it,Absolutely amazing!,https://example.com/images/P258.jpg,https://blinkit.com/product/P258
P259,Orange Juice,Beverages,53.69,76.7,30,3.7,606,This is a orange juice from the Beverages category.,U804,Eve,R259,Loved it,Terrible experience.,https://example.com/images/P259.jpg,https://blinkit.com/product/P259
P260,Potato Chips,Beverages,181.3,226.63,20,1.1,543,This is a potato chips from the Beverages category.,U766,Eve,R260,Superb,"It was okay, nothing special.",https://example.com/images/P260.jpg,https://blinkit.com/product/P260
P261,Shampoo,Bakery,291.93,307.29,5,2.2,507,This is a shampoo from the Bakery category.,U461,Ivy,R261,Excellent,One of the best I've used.,https://example.com/images/P261.jpg,https://blinkit.com/product/P261
P262,Bread,Fruits & Vegetables,71.07,74.81,5,2.8,353,This is a bread from the Fruits & Vegetables category.,U996,Frank,R262,Mediocre,Terrible experience.,https://example.com/images/P262.jpg,https://blinkit.com/product/P262
P263,Butter,Bakery,94.2,134.57,30,3.8,654,This is a butter from the Bakery category.,U402,Grace,R263,Loved it,Terrible experience.,https://example.com/images/P263.jpg,https://blinkit.com/product/P263
P264,Biscuits,Personal Care,251.83,279.81,10,3.8,936,This is a biscuits from the Personal Care category.,U774,Frank,R264,Not bad,"It was okay, nothing special.",https://example.com/images/P264.jpg,https://blinkit.com/product/P264
P265,Butter,Fruits & Vegetables,73.75,86.76,15,3.6,754,This is a butter from the Fruits & Vegetables category.,U495,Alice,R265,Would not recommend,Exceeded my expectations.,https://example.com/images/P265.jpg,https://blinkit.com/product/P265
P266,Milk,Fruits & Vegetables,102.83,114.25,10,1.7,927,This is a milk from the Fruits & Vegetables category.,U163,Ivy,R266,Just okay,Absolutely amazing!,https://example.com/images/P266.jpg,https://blinkit.com/product/P266
P267,Biscuits,Personal Care,198.88,265.17,25,2.5,60,This is a biscuits from the Personal Care category.,U761,Alice,R267,Great product,"It was okay, nothing special.",https://example.com/images/P267.jpg,https://blinkit.com/product/P267
P268,Biscuits,Beverages,98.35,115.71,15,3.7,523,This is a biscuits from the Beverages category.,U882,Eve,R268,Just okay,Highly recommend to others.,https://example.com/images/P268.jpg,https://blinkit.com/product/P268
P269,Apple,Bakery,223.79,235.57,5,1.1,695,This is a apple from the Bakery category.,U559,Alice,R269,Would not recommend,Disappointed with the quality.,https://example.com/images/P269.jpg,https://blinkit.com/product/P269
P270,Coke,Beverages,203.54,254.43,20,3.6,43,This is a coke from the Beverages category.,U740,Eve,R270,Excellent,Really enjoyed this product.,https://example.com/images/P270.jpg,https://blinkit.com/product/P270
P271,Biscuits,Personal Care,278.12,292.76,5,3.4,202,This is a biscuits from the Personal Care category.,U264,David,R271,Just okay,Disappointed with the quality.,https://example.com/images/P271.jpg,https://blinkit.com/product/P271
P272,Shampoo,Fruits & Vegetables,262.48,308.8,15,3.4,81,This is a shampoo from the Fruits & Vegetables category.,U649,Grace,R272,Would not recommend,It's fine for the price.,https://example.com/images/P272.jpg,https://blinkit.com/product/P272
P273,Apple,Bakery,334.51,418.14,20,4.4,182,This is a apple from the Bakery category.,U846,Alice,R273,Would not recommend,Really enjoyed this product.,https://example.com/images/P273.jpg,https://blinkit.com/product/P273
P274,Milk,Bakery,145.38,181.73,20,3.9,635,This is a milk from the Bakery category.,U426,David,R274,Would not recommend,Highly recommend to others.,https://example.com/images/P274.jpg,https://blinkit.com/product/P274
P275,Orange Juice,Personal Care,41.85,59.78,30,3.9,773,This is a orange juice from the Personal Care category.,U241,David,R275,Mediocre,Exceeded my expectations.,https://example.com/images/P275.jpg,https://blinkit.com/product/P275
P276,Apple,Dairy,263.59,310.1,15,1.9,114,This is a apple from the Dairy category.,U273,Jack,R276,Would not recommend,Terrible experience.,https://example.com/images/P276.jpg,https://blinkit.com/product/P276
P277,Tomato,Dairy,272.31,320.36,15,2.4,446,This is a tomato from the Dairy category.,U381,Ivy,R277,Fantastic,Really enjoyed this product.,https://example.com/images/P277.jpg,https://blinkit.com/product/P277
P278,Potato Chips,Dairy,95.4,112.23,15,3.3,237,This is a potato chips from the Dairy category.,U733,Alice,R278,Great product,Absolutely amazing!,https://example.com/images/P278.jpg,https://blinkit.com/product/P278
P279,Apple,Bakery,133.88,157.51,15,4.8,398,This is a apple from the Bakery category.,U933,David,R279,Mediocre,Highly recommend to others.,https://example.com/images/P279.jpg,https://blinkit.com/product/P279
P280,Bread,Snacks,337.01,421.26,20,4.5,421,This is a bread from the Snacks category.,U395,Ivy,R280,Fantastic,Highly recommend to others.,https://example.com/images/P280.jpg,https://blinkit.com/product/P280
P281,Butter,Personal Care,78.59,104.79,25,1.1,386,This is a butter from the Personal Care category.,U483,Charlie,R281,Great product,Could be better.,https://example.com/images/P281.jpg,https://blinkit.com/product/P281
P282,Coke,Dairy,344.62,492.32,30,2.3,490,This is a coke from the Dairy category.,U953,Frank,R282,Not bad,One of the best I've used.,https://example.com/images/P282.jpg,https://blinkit.com/product/P282
P283,Coke,Personal Care,128.63,142.92,10,3.8,896,This is a coke from the Personal Care category.,U452,Grace,R283,Mediocre,Exceeded my expectations.,https://example.com/images/P283.jpg,https://blinkit.com/product/P283
P284,Potato Chips,Fruits & Vegetables,325.87,465.53,30,4.7,934,This is a potato chips from the Fruits & Vegetables category.,U142,Grace,R284,Fantastic,Absolutely amazing!,https://example.com/images/P284.jpg,https://blinkit.com/product/P284
P285,Potato Chips,Dairy,107.41,153.45,30,1.3,947,This is a potato chips from the Dairy category.,U228,Eve,R285,Mediocre,Exceeded my expectations.,https://example.com/images/P285.jpg,https://blinkit.com/product/P285
P286,Orange Juice,Personal Care,370.85,412.05,10,2.4,853,This is a orange juice from the Personal Care category.,U739,Frank,R286,Loved it,Terrible experience.,https://example.com/images/P286.jpg,https://blinkit.com/product/P286
P287,Butter,Fruits & Vegetables,317.91,397.39,20,4.0,805,This is a butter from the Fruits & Vegetables category.,U697,Frank,R287,Not bad,"It was okay, nothing special.",https://example.com/images/P287.jpg,https://blinkit.com/product/P287
P288,Biscuits,Bakery,281.48,375.31,25,1.2,331,This is a biscuits from the Bakery category.,U854,David,R288,Not bad,One of the best I've used.,https://example.com/images/P288.jpg,https://blinkit.com/product/P288
P289,Butter,Dairy,330.03,412.54,20,2.9,918,This is a butter from the Dairy category.,U591,Bob,R289,Mediocre,It's fine for the price.,https://example.com/images/P289.jpg,https://blinkit.com/product/P289
P290,Milk,Snacks,333.28,416.6,20,3.0,956,This is a milk from the Snacks category.,U183,Alice,R290,Superb,Disappointed with the quality.,https://example.com/images/P290.jpg,https://blinkit.com/product/P290
P291,Coke,Bakery,201.99,212.62,5,1.3,51,This is a coke from the Bakery category.,U565,Hannah,R291,Excellent,Disappointed with the quality.,https://example.com/images/P291.jpg,https://blinkit.com/product/P291
P292,Bread,Personal Care,129.56,136.38,5,4.7,692,This is a bread from the Personal Care category.,U836,Frank,R292,Mediocre,"It was okay, nothing special.",https://example.com/images/P292.jpg,https://blinkit.com/product/P292
P293,Butter,Snacks,179.33,210.98,15,4.9,942,This is a butter from the Snacks category.,U631,David,R293,Mediocre,Highly recommend to others.,https://example.com/images/P293.jpg,https://blinkit.com/product/P293
P294,Biscuits,Snacks,87.44,97.16,10,2.9,941,This is a biscuits from the Snacks category.,U986,David,R294,Great product,Really enjoyed this product.,https://example.com/images/P294.jpg,https://blinkit.com/product/P294
P295,Biscuits,Bakery,152.26,160.27,5,2.3,350,This is a biscuits from the Bakery category.,U619,Jack,R295,Great product,"It was okay, nothing special.",https://example.com/images/P295.jpg,https://blinkit.com/product/P295
P296,Potato Chips,Beverages,129.38,143.75,10,4.9,954,This is a potato chips from the Beverages category.,U585,Hannah,R296,Would not recommend,"It was okay, nothing special.",https://example.com/images/P296.jpg,https://blinkit.com/product/P296
P297,Orange Juice,Beverages,343.26,361.33,5,4.2,308,This is a orange juice from the Beverages category.,U873,Charlie,R297,Excellent,Terrible experience.,https://example.com/images/P297.jpg,https://blinkit.com/product/P297
P298,Bread,Personal Care,300.36,429.08,30,4.9,906,This is a bread from the Personal Care category.,U286,Hannah,R298,Great product,"It was okay, nothing special.",https://example.com/images/P298.jpg,https://blinkit.com/product/P298
P299,Butter,Bakery,423.16,445.43,5,2.1,304,This is a butter from the Bakery category.,U151,David,R299,Would not recommend,One of the best I've used.,https://example.com/images/P299.jpg,https://blinkit.com/product/P299
P300,Bread,Bakery,339.7,424.62,20,1.9,16,This is a bread from the Bakery category.,U764,Hannah,R300,Mediocre,Terrible experience.,https://example.com/images/P300.jpg,https://blinkit.com/product/P300
P301,Butter,Dairy,152.22,202.96,25,4.0,468,This is a butter from the Dairy category.,U125,Ivy,R301,Superb,Exceeded my expectations.,https://example.com/images/P301.jpg,https://blinkit.com/product/P301
P302,Coke,Bakery,370.81,494.42,25,4.4,176,This is a coke from the Bakery category.,U443,Hannah,R302,Great product,Absolutely amazing!,https://example.com/images/P302.jpg,https://blinkit.com/product/P302
P303,Shampoo,Bakery,76.31,89.78,15,3.5,522,This is a shampoo from the Bakery category.,U101,Hannah,R303,Terrible,It's fine for the price.,https://example.com/images/P303.jpg,https://blinkit.com/product/P303
P304,Coke,Snacks,165.59,206.99,20,4.1,890,This is a coke from the Snacks category.,U557,Ivy,R304,Mediocre,Terrible experience.,https://example.com/images/P304.jpg,https://blinkit.com/product/P304
P305,Potato Chips,Personal Care,396.56,466.54,15,2.1,26,This is a potato chips from the Personal Care category.,U172,Eve,R305,Excellent,One of the best I've used.,https://example.com/images/P305.jpg,https://blinkit.com/product/P305
P306,Butter,Snacks,331.44,368.27,10,3.9,531,This is a butter from the Snacks category.,U380,David,R306,Excellent,"It was okay, nothing special.",https://example.com/images/P306.jpg,https://blinkit.com/product/P306
P307,Bread,Bakery,182.56,243.42,25,1.1,212,This is a bread from the Bakery category.,U971,Grace,R307,Loved it,Could be better.,https://example.com/images/P307.jpg,https://blinkit.com/product/P307
P308,Apple,Snacks,69.41,86.76,20,3.3,24,This is a apple from the Snacks category.,U651,Alice,R308,Superb,"It was okay, nothing special.",https://example.com/images/P308.jpg,https://blinkit.com/product/P308
P309,Butter,Fruits & Vegetables,327.01,436.01,25,3.5,478,This is a butter from the Fruits & Vegetables category.,U242,Hannah,R309,Excellent,Absolutely amazing!,https://example.com/images/P309.jpg,https://blinkit.com/product/P309
P310,Apple,Bakery,275.76,367.68,25,4.8,611,This is a apple from the Bakery category.,U294,Eve,R310,Terrible,Really enjoyed this product.,https://example.com/images/P310.jpg,https://blinkit.com/product/P310
P311,Tomato,Bakery,200.84,286.92,30,2.0,873,This is a tomato from the Bakery category.,U315,Ivy,R311,Not bad,Could be better.,https://example.com/images/P311.jpg,https://blinkit.com/product/P311
P312,Shampoo,Bakery,81.4,95.77,15,4.7,616,This is a shampoo from the Bakery category.,U553,Eve,R312,Terrible,Exceeded my expectations.,https://example.com/images/P312.jpg,https://blinkit.com/product/P312
P313,Orange Juice,Dairy,248.82,311.02,20,4.2,609,This is a orange juice from the Dairy category.,U972,Hannah,R313,Mediocre,Absolutely amazing!,https://example.com/images/P313.jpg,https://blinkit.com/product/P313
P314,Apple,Bakery,335.62,394.85,15,2.9,298,This is a apple from the Bakery category.,U217,Alice,R314,Superb,Terrible experience.,https://example.com/images/P314.jpg,https://blinkit.com/product/P314
P315,Butter,Personal Care,253.82,298.61,15,1.1,347,This is a butter from the Personal Care category.,U285,Jack,R315,Fantastic,"It was okay, nothing special.",https://example.com/images/P315.jpg,https://blinkit.com/product/P315
P316,Coke,Dairy,249.38,262.5,5,4.5,165,This is a coke from the Dairy category.,U358,Frank,R316,Superb,Highly recommend to others.,https://example.com/images/P316.jpg,https://blinkit.com/product/P316
P317,Milk,Personal Care,309.37,363.96,15,3.1,660,This is a milk from the Personal Care category.,U952,Jack,R317,Not bad,One of the best I've used.,https://example.com/images/P317.jpg,https://blinkit.com/product/P317
P318,Orange Juice,Fruits & Vegetables,187.25,220.3,15,4.3,102,This is a orange juice from the Fruits & Vegetables category.,U294,Eve,R318,Loved it,Absolutely amazing!,https://example.com/images/P318.jpg,https://blinkit.com/product/P318
P319,Biscuits,Personal Care,259.21,272.85,5,1.2,68,This is a biscuits from the Personal Care category.,U879,Eve,R319,Excellent,It's fine for the price.,https://example.com/images/P319.jpg,https://blinkit.com/product/P319
P320,Milk,Bakery,385.89,406.2,5,4.4,51,This is a milk from the Bakery category.,U655,Grace,R320,Mediocre,It's fine for the price.,https://example.com/images/P320.jpg,https://blinkit.com/product/P320
P321,Orange Juice,Bakery,350.03,437.54,20,3.5,370,This is a orange juice from the Bakery category.,U853,Hannah,R321,Loved it,One of the best I've used.,https://example.com/images/P321.jpg,https://blinkit.com/product/P321
P322,Tomato,Snacks,90.32,120.43,25,2.6,794,This is a tomato from the Snacks category.,U147,Jack,R322,Would not recommend,It's fine for the price.,https://example.com/images/P322.jpg,https://blinkit.com/product/P322
P323,Biscuits,Bakery,50.0,55.56,10,2.1,136,This is a biscuits from the Bakery category.,U484,Jack,R323,Just okay,Absolutely amazing!,https://example.com/images/P323.jpg,https://blinkit.com/product/P323
P324,Orange Juice,Bakery,335.28,447.04,25,2.6,956,This is a orange juice from the Bakery category.,U486,Frank,R324,Excellent,"It was okay, nothing special.",https://example.com/images/P324.jpg,https://blinkit.com/product/P324
P325,Bread,Snacks,432.83,480.92,10,3.9,390,This is a bread from the Snacks category.,U773,Bob,R325,Not bad,It's fine for the price.,https://example.com/images/P325.jpg,https://blinkit.com/product/P325
P326,Tomato,Fruits & Vegetables,220.5,232.11,5,4.3,856,This is a tomato from the Fruits & Vegetables category.,U993,Bob,R326,Loved it,It's fine for the price.,https://example.com/images/P326.jpg,https://blinkit.com/product/P326
P327,Orange Juice,Dairy,46.18,65.97,30,4.9,367,This is a orange juice from the Dairy category.,U654,David,R327,Mediocre,"It was okay, nothing special.",https://example.com/images/P327.jpg,https://blinkit.com/product/P327
P328,Bread,Snacks,199.56,285.08,30,3.6,226,This is a bread from the Snacks category.,U157,Eve,R328,Not bad,It's fine for the price.,https://example.com/images/P328.jpg,https://blinkit.com/product/P328
P329,Butter,Beverages,100.93,144.18,30,4.6,387,This is a butter from the Beverages category.,U666,Hannah,R329,Fantastic,Disappointed with the quality.,https://example.com/images/P329.jpg,https://blinkit.com/product/P329
P330,Coke,Personal Care,367.3,459.13,20,1.6,760,This is a coke from the Personal Care category.,U168,Alice,R330,Not bad,Really enjoyed this product.,https://example.com/images/P330.jpg,https://blinkit.com/product/P330
P331,Coke,Dairy,323.61,340.64,5,4.1,886,This is a coke from the Dairy category.,U834,Alice,R331,Excellent,One of the best I've used.,https://example.com/images/P331.jpg,https://blinkit.com/product/P331
P332,Shampoo,Snacks,70.93,74.66,5,3.4,446,This is a shampoo from the Snacks category.,U399,Grace,R332,Terrible,One of the best I've used.,https://example.com/images/P332.jpg,https://blinkit.com/product/P332
P333,Biscuits,Beverages,93.12,124.16,25,1.0,615,This is a biscuits from the Beverages category.,U217,Jack,R333,Terrible,Disappointed with the quality.,https://example.com/images/P333.jpg,https://blinkit.com/product/P333
P334,Milk,Bakery,351.01,369.48,5,2.6,425,This is a milk from the Bakery category.,U900,Ivy,R334,Excellent,It's fine for the price.,https://example.com/images/P334.jpg,https://blinkit.com/product/P334
P335,Potato Chips,Personal Care,278.35,347.94,20,1.7,841,This is a potato chips from the Personal Care category.,U878,David,R335,Superb,Disappointed with the quality.,https://example.com/images/P335.jpg,https://blinkit.com/product/P335
P336,Shampoo,Dairy,412.54,485.34,15,3.3,936,This is a shampoo from the Dairy category.,U325,Ivy,R336,Just okay,It's fine for the price.,https://example.com/images/P336.jpg,https://blinkit.com/product/P336
P337,Apple,Personal Care,401.81,472.72,15,4.6,139,This is a apple from the Personal Care category.,U970,Bob,R337,Just okay,Absolutely amazing!,https://example.com/images/P337.jpg,https://blinkit.com/product/P337
P338,Butter,Bakery,134.24,141.3,5,4.0,865,This is a butter from the Bakery category.,U740,Alice,R338,Would not recommend,Could be better.,https://example.com/images/P338.jpg,https://blinkit.com/product/P338
P339,Tomato,Personal Care,114.91,164.16,30,2.0,52,This is a tomato from the Personal Care category.,U927,Ivy,R339,Mediocre,Could be better.,https://example.com/images/P339.jpg,https://blinkit.com/product/P339
P340,Coke,Bakery,216.94,289.26,25,4.8,148,This is a coke from the Bakery category.,U374,Ivy,R340,Fantastic,Highly recommend to others.,https://example.com/images/P340.jpg,https://blinkit.com/product/P340
P341,Coke,Bakery,398.77,443.08,10,3.3,209,This is a coke from the Bakery category.,U505,Alice,R341,Not bad,Absolutely amazing!,https://example.com/images/P341.jpg,https://blinkit.com/product/P341
P342,Tomato,Dairy,83.1,97.76,15,2.6,933,This is a tomato from the Dairy category.,U920,Ivy,R342,Great product,"It was okay, nothing special.",https://example.com/images/P342.jpg,https://blinkit.com/product/P342
P343,Biscuits,Dairy,335.35,353.0,5,2.5,782,This is a biscuits from the Dairy category.,U105,Hannah,R343,Great product,It's fine for the price.,https://example.com/images/P343.jpg,https://blinkit.com/product/P343
P344,Butter,Fruits & Vegetables,167.47,239.24,30,1.9,178,This is a butter from the Fruits & Vegetables category.,U817,Bob,R344,Excellent,Exceeded my expectations.,https://example.com/images/P344.jpg,https://blinkit.com/product/P344
P345,Apple,Personal Care,223.25,297.66,25,1.5,46,This is a apple from the Personal Care category.,U260,Grace,R345,Terrible,Really enjoyed this product.,https://example.com/images/P345.jpg,https://blinkit.com/product/P345
P346,Butter,Snacks,215.28,269.1,20,2.6,507,This is a butter from the Snacks category.,U993,Frank,R346,Terrible,Disappointed with the quality.,https://example.com/images/P346.jpg,https://blinkit.com/product/P346
P347,Butter,Beverages,124.93,146.98,15,1.7,944,This is a butter from the Beverages category.,U281,Grace,R347,Terrible,"It was okay, nothing special.",https://example.com/images/P347.jpg,https://blinkit.com/product/P347
P348,Biscuits,Dairy,324.0,360.0,10,3.2,700,This is a biscuits from the Dairy category.,U988,Ivy,R348,Fantastic,It's fine for the price.,https://example.com/images/P348.jpg,https://blinkit.com/product/P348
P349,Coke,Fruits & Vegetables,227.8,268.0,15,1.2,231,This is a coke from the Fruits & Vegetables category.,U749,Eve,R349,Great product,Terrible experience.,https://example.com/images/P349.jpg,https://blinkit.com/product/P349
P350,Shampoo,Beverages,83.27,111.03,25,2.3,415,This is a shampoo from the Beverages category.,U478,Frank,R350,Fantastic,Absolutely amazing!,https://example.com/images/P350.jpg,https://blinkit.com/product/P350
P351,Coke,Personal Care,138.24,153.6,10,3.3,772,This is a coke from the Personal Care category.,U374,Grace,R351,Just okay,Could be better.,https://example.com/images/P351.jpg,https://blinkit.com/product/P351
P352,Apple,Snacks,196.82,218.69,10,4.7,712,This is a apple from the Snacks category.,U115,Frank,R352,Mediocre,Disappointed with the quality.,https://example.com/images/P352.jpg,https://blinkit.com/product/P352
P353,Bread,Beverages,379.93,422.14,10,4.1,774,This is a bread from the Beverages category.,U800,Bob,R353,Not bad,Could be better.,https://example.com/images/P353.jpg,https://blinkit.com/product/P353
P354,Tomato,Dairy,241.04,321.39,25,1.5,610,This is a tomato from the Dairy category.,U883,Ivy,R354,Not bad,Really enjoyed this product.,https://example.com/images/P354.jpg,https://blinkit.com/product/P354
P355,Orange Juice,Fruits & Vegetables,173.56,182.69,5,3.7,234,This is a orange juice from the Fruits & Vegetables category.,U581,Grace,R355,Loved it,Really enjoyed this product.,https://example.com/images/P355.jpg,https://blinkit.com/product/P355
P356,Orange Juice,Dairy,342.48,380.53,10,3.1,537,This is a orange juice from the Dairy category.,U757,Charlie,R356,Not bad,Absolutely amazing!,https://example.com/images/P356.jpg,https://blinkit.com/product/P356
P357,Orange Juice,Beverages,340.65,486.65,30,1.1,88,This is a orange juice from the Beverages category.,U990,Charlie,R357,Superb,"It was okay, nothing special.",https://example.com/images/P357.jpg,https://blinkit.com/product/P357
P358,Orange Juice,Fruits & Vegetables,201.0,236.47,15,2.5,128,This is a orange juice from the Fruits & Vegetables category.,U623,Hannah,R358,Superb,Highly recommend to others.,https://example.com/images/P358.jpg,https://blinkit.com/product/P358
P359,Shampoo,Fruits & Vegetables,169.06,177.96,5,4.5,977,This is a shampoo from the Fruits & Vegetables category.,U897,Charlie,R359,Not bad,One of the best I've used.,https://example.com/images/P359.jpg,https://blinkit.com/product/P359
P360,Apple,Beverages,295.0,327.78,10,2.7,84,This is a apple from the Beverages category.,U987,Grace,R360,Superb,It's fine for the price.,https://example.com/images/P360.jpg,https://blinkit.com/product/P360
P361,Biscuits,Fruits & Vegetables,37.72,53.89,30,5.0,767,This is a biscuits from the Fruits & Vegetables category.,U823,Bob,R361,Would not recommend,It's fine for the price.,https://example.com/images/P361.jpg,https://blinkit.com/product/P361
P362,Coke,Personal Care,276.86,346.08,20,2.4,331,This is a coke from the Personal Care category.,U357,Jack,R362,Would not recommend,Terrible experience.,https://example.com/images/P362.jpg,https://blinkit.com/product/P362
P363,Apple,Beverages,195.75,244.69,20,3.0,543,This is a apple from the Beverages category.,U361,Eve,R363,Just okay,"It was okay, nothing special.",https://example.com/images/P363.jpg,https://blinkit.com/product/P363
P364,Tomato,Personal Care,135.78,181.04,25,4.3,975,This is a tomato from the Personal Care category.,U153,Eve,R364,Mediocre,Really enjoyed this product.,https://example.com/images/P364.jpg,https://blinkit.com/product/P364
P365,Milk,Snacks,138.98,185.3,25,4.7,30,This is a milk from the Snacks category.,U413,Alice,R365,Superb,Disappointed with the quality.,https://example.com/images/P365.jpg,https://blinkit.com/product/P365
P366,Apple,Dairy,149.5,199.33,25,2.1,236,This is a apple from the Dairy category.,U970,Jack,R366,Not bad,Really enjoyed this product.,https://example.com/images/P366.jpg,https://blinkit.com/product/P366
P367,Milk,Fruits & Vegetables,189.22,270.31,30,3.0,736,This is a milk from the Fruits & Vegetables category.,U554,Grace,R367,Loved it,Disappointed with the quality.,https://example.com/images/P367.jpg,https://blinkit.com/product/P367
P368,Milk,Dairy,224.2,263.77,15,2.0,547,This is a milk from the Dairy category.,U127,Frank,R368,Fantastic,One of the best I've used.,https://example.com/images/P368.jpg,https://blinkit.com/product/P368
P369,Orange Juice,Snacks,66.22,88.3,25,1.7,181,This is a orange juice from the Snacks category.,U605,Bob,R369,Not bad,Exceeded my expectations.,https://example.com/images/P369.jpg,https://blinkit.com/product/P369
P370,Bread,Beverages,447.25,496.94,10,4.4,469,This is a bread from the Beverages category.,U625,Alice,R370,Mediocre,Highly recommend to others.,https://example.com/images/P370.jpg,https://blinkit.com/product/P370
P371,Bread,Dairy,151.86,216.95,30,4.4,968,This is a bread from the Dairy category.,U329,Alice,R371,Terrible,Really enjoyed this product.,https://example.com/images/P371.jpg,https://blinkit.com/product/P371
P372,Coke,Beverages,152.23,169.14,10,2.5,674,This is a coke from the Beverages category.,U322,Charlie,R372,Superb,One of the best I've used.,https://example.com/images/P372.jpg,https://blinkit.com/product/P372
P373,Orange Juice,Fruits & Vegetables,348.9,436.12,20,4.9,616,This is a orange juice from the Fruits & Vegetables category.,U673,Alice,R373,Just okay,Terrible experience.,https://example.com/images/P373.jpg,https://blinkit.com/product/P373
P374,Milk,Beverages,165.34,174.04,5,4.4,351,This is a milk from the Beverages category.,U492,Hannah,R374,Loved it,Exceeded my expectations.,https://example.com/images/P374.jpg,https://blinkit.com/product/P374
P375,Shampoo,Personal Care,188.87,222.2,15,1.2,63,This is a shampoo from the Personal Care category.,U925,Bob,R375,Not bad,Absolutely amazing!,https://example.com/images/P375.jpg,https://blinkit.com/product/P375
P376,Butter,Fruits & Vegetables,338.34,483.35,30,1.1,915,This is a butter from the Fruits & Vegetables category.,U643,Ivy,R376,Excellent,Terrible experience.,https://example.com/images/P376.jpg,https://blinkit.com/product/P376
P377,Shampoo,Beverages,122.56,175.09,30,4.2,349,This is a shampoo from the Beverages category.,U510,Grace,R377,Mediocre,"It was okay, nothing special.",https://example.com/images/P377.jpg,https://blinkit.com/product/P377
P378,Orange Juice,Fruits & Vegetables,313.03,447.19,30,2.7,730,This is a orange juice from the Fruits & Vegetables category.,U674,Alice,R378,Superb,Terrible experience.,https://example.com/images/P378.jpg,https://blinkit.com/product/P378
P379,Biscuits,Bakery,223.12,297.49,25,2.9,22,This is a biscuits from the Bakery category.,U473,Frank,R379,Great product,"It was okay, nothing special.",https://example.com/images/P379.jpg,https://blinkit.com/product/P379
P380,Biscuits,Snacks,183.83,229.79,20,1.6,125,This is a biscuits from the Snacks category.,U354,Frank,R380,Fantastic,Could be better.,https://example.com/images/P380.jpg,https://blinkit.com/product/P380
P381,Bread,Fruits & Vegetables,349.43,465.91,25,1.0,701,This is a bread from the Fruits & Vegetables category.,U739,David,R381,Mediocre,Terrible experience.,https://example.com/images/P381.jpg,https://blinkit.com/product/P381
P382,Biscuits,Dairy,244.22,348.88,30,3.2,590,This is a biscuits from the Dairy category.,U436,Hannah,R382,Just okay,Disappointed with the quality.,https://example.com/images/P382.jpg,https://blinkit.com/product/P382
P383,Biscuits,Snacks,387.12,455.43,15,4.0,364,This is a biscuits from the Snacks category.,U934,Hannah,R383,Loved it,"It was okay, nothing special.",https://example.com/images/P383.jpg,https://blinkit.com/product/P383
P384,Milk,Beverages,317.84,373.93,15,1.1,278,This is a milk from the Beverages category.,U845,Bob,R384,Mediocre,Could be better.,https://example.com/images/P384.jpg,https://blinkit.com/product/P384
